,url,headline,details,date
3,https://www.reuters.com//article/uk-factcheck-vote-drop-perdue-ga-data-er/fact-check-vote-drop-for-perdue-in-georgia-senate-race-due-to-data-entry-errors-in-two-counties-idUSKBN29B2JL,Fact check: Vote drop for Perdue in Georgia Senate race due to data entry errors in two counties,"Over 40,000 social media users are sharing clips from TV news networks showing two drops in votes for David Perdue the Republican candidate in the Georgia Senate race, claiming that this is evidence of cheating and voter fraud. Edison Research, which provides election data, explained to Reuters that the drops were due to data entry errors that were subsequently rectified.",06-01-2021
4,https://www.reuters.com//article/uk-factcheck-georgia-state-senators-not/fact-check-image-does-not-show-georgia-state-senators-counting-ballots-idUSKBN29B2BV,Fact check: Image does not show Georgia state senators counting ballots,"In the lead-up to the Jan. 5 U.S. Senate runoff election in Georgia, social media posts claimed to show two state senators counting 2020 general election ballots. This claim is false: the image in the posts shows election workers in Pittsburgh. Neither state senator is in the image, nor were they in Pennsylvania before, during or after the election.",06-01-2021
5,https://www.reuters.com//article/uk-factcheck-fulton-county-warehouse-fak/fact-check-a-fulton-county-warehouse-was-not-filled-with-fake-ballots-idUSKBN29B23D,Fact check: A Fulton County warehouse was not filled with fake ballots,"Social media users have been sharing content online that claims a warehouse in Fulton County, Georgia was filled with thousands of counterfeit ballots. This claim is false.",06-01-2021
6,https://www.reuters.com//article/uk-factcheck-nurse-covid-vaccine-dead/fact-check-nurse-who-fainted-after-covid-19-vaccine-did-not-die-idUSKBN29629G,Fact check: Nurse who fainted after COVID-19 vaccine did not die,"Update January 4, 2021: Including comment from Ancestry in paragraph 10.",06-01-2021
7,https://www.reuters.com//article/uk-factcheck-rally/fact-check-photo-shows-2018-gun-control-rally-not-pro-trump-march-in-january-2021-idUSKBN29B1OS,"Fact check: Photo shows 2018 gun control rally, not pro-Trump march in January 2021","A photo being shared on social media and described as showing Trump supporters arriving in Washington, D.C., ahead of a Jan. 6 demonstration is actually a photograph of a gun control rally in 2018.",06-01-2021
8,https://www.reuters.com//article/uk-factcheck-flu-vaccination/fact-check-covid-19-is-not-a-cover-for-flu-vaccine-deaths-idUSKBN29A2LQ,Fact check: COVID-19 is not a cover for flu vaccine deaths,Social media users have been sharing a post that makes the false claim that COVID-19 is a smoke screen for UK flu vaccine deaths. The 933-word post was first shared on Dec. 30 2020 and read: “I can now confirm that official data shows that the first and second waves of alleged Covid deaths correspond with the roll out of this year's WHO-approved flu vaccines.”,05-01-2021
9,https://www.reuters.com//article/uk-factcheck-covid-checks-mixed-status-f/fact-check-new-covid-19-relief-grants-checks-to-legal-members-of-mixed-immigration-families-not-to-illegal-immigrants-idUSKBN29A2KS,"Fact check: New COVID-19 relief grants checks to legal members of mixed-immigration families, not to illegal immigrants","In the days after Congress approved an $892 billion coronavirus aid package, posts on social media claimed that the spending bill granted $1,800 each to “the United States illegal alien,” $4.3 billion to “the State of Israel” and $600 each to “the United States taxpayer.” This claim is partly false. While the bill does expand direct payments to households with mixed immigration status, only those with Social Security Numbers can receive aid. Meanwhile, the money appropriated for Israel is part o",05-01-2021
0,https://www.reuters.com//article/uk-factcheck-kamala-harris-covid-vaccina/fact-check-footage-shows-kamala-harris-receiving-covid-19-vaccination-idUSKBN29A2K7,Fact check: Footage shows Kamala Harris receiving COVID-19 vaccination,Social media users have been sharing content online that claims Vice President-elect Kamala Harris’s COVID-19 vaccination was faked. This claim is false.,05-01-2021
1,https://www.reuters.com//article/uk-factcheck-tiktok-not-dc-caravan/fact-check-tiktok-video-does-not-show-pro-trump-caravan-heading-for-january-d-c-protest-idUSKBN29A2H8,Fact check: TikTok video does not show pro-Trump caravan heading for January D.C. protest,"Users on social media are sharing a TikTok video showing a caravan of President Donald Trump supporters. Some posts claim the video depicts demonstrators heading to Washington D.C. to protest on Jan. 6 against the outcome of the presidential election. Similar footage, however, has been circulating since at least Nov. 10, 2020.",05-01-2021
2,https://www.reuters.com//article/uk-factcheck-mask-code/fact-check-posters-saying-that-unvaccinated-people-should-wear-a-red-mask-and-will-face-voting-restrictions-are-not-official-idUSKBN29A2H5,Fact check: Posters saying that unvaccinated people should wear a red mask and will face voting restrictions are not official,"Social media users are sharing an image of a poster that states there is a “National Mask Code” and that unvaccinated people will face additional restrictions. The sign includes a phone number to ring for more information, which is that of the Utah Department of Health. The Department told Reuters by email that the poster is not theirs and the information on it is false.",05-01-2021
3,https://www.reuters.com//article/uk-factcheck-trump-rally-october-dc/fact-check-photo-does-not-show-caravan-of-trump-supporters-heading-for-january-washington-d-c-protests-idUSKBN29A162,Fact check: Photo does not show caravan of Trump supporters heading for January Washington D.C. protests,"Thousands of social media users have been sharing a photo of cars queuing along a road, claiming that it shows a caravan of Trump supporters heading to Jan. 6 Washington D.C. protests from California. This claim is false: the photo has been posted at least as far back as Oct. 2020, when it was used to show Trump supporters travelling to a rally in Long Island, New York.",05-01-2021
4,https://www.reuters.com//article/uk-factcheck-trump-california-dc-rally/fact-check-photo-shows-san-francisco-area-trump-rally-in-october-2020-not-washington-d-c-in-january-idUSKBN29A1QD,"Fact check: Photo shows San Francisco area Trump rally in October 2020, not Washington D.C. in January","A photo purporting to show dozens of cars heading to Washington D.C. for January 2021 pro-Trump protests has been shared by over 17,000 people on social media. However, the photo actually shows a Trump rally in October 2020 in the San Francisco Bay Area, California.",05-01-2021
5,https://www.reuters.com//article/uk-factcheck-traffic-china-germany-prote/fact-check-photo-shows-massive-traffic-jam-in-china-in-2012-not-a-protest-in-germany-against-increased-fuel-prices-idUSKBN29A0W7,"Fact check: Photo shows massive traffic jam in China in 2012, not a protest in Germany against increased fuel prices","Social media users have republished a post first published in 2018, which shows a photo of scores of cars at a standstill on a big road with some of the drivers standing next to their cars, accompanied by a caption that claims the photo shows a protest in Germany against a rise in fuel prices that made the authorities reduce the prices. The photo in reality shows a traffic jam in a city in China in 2012.",05-01-2021
6,https://www.reuters.com//article/uk-factcheck-newyork-printing-company-ba/fact-check-a-new-york-printing-company-that-burned-down-was-not-under-investigation-for-making-fake-voting-ballots-idUSKBN2992H2,Fact check: A New York printing company that burned down was not under investigation for making fake voting ballots,"Claims that two buildings that were destroyed on Christmas Day were both holding evidence related to the 2020 U.S. presidential election are untrue. While a building was destroyed in a blast in Nashville on Christmas Day, and a printing company in New York state caught fire on Christmas Eve and later burned down, neither building held evidence related to the U.S. elections. ",04-01-2021
7,https://www.reuters.com//article/uk-factcheck-13-million-votes/fact-check-claim-that-turnout-numbers-prove-u-s-election-fraud-uses-wrong-figures-idUSKBN2970JQ,Fact check: Claim that turnout numbers prove U.S. election fraud uses wrong figures,A Gateway Pundit article falsely saying that “simple math” shows Biden fraudulently claimed 13 million illegitimate votes confuses the number of registered voters for the Voting Eligible Population to reach unsupported conclusions.,04-01-2021
8,https://www.reuters.com//article/uk-factcheck-new-variant/fact-check-new-variant-of-sars-cov-2-has-been-proven-to-exist-idUSKBN2991XK,Fact check: New variant of SARS-CoV-2 has been proven to exist,Social media posts have made several false claims about a new variant of the coronavirus that has spread across Britain.,04-01-2021
9,https://www.reuters.com//article/uk-factcheck-vaccine-recipient-photos/fact-check-new-photographs-of-uk-covid-19-vaccine-recipient-were-released-following-second-dose-idUSKBN2991XE,Fact check: New photographs of UK COVID-19 vaccine recipient were released following second dose,"Social media posts have made the false claim that the first recipient of the COVID-19 vaccine in the UK, was photographed wearing the same clothes weeks apart, and that this casts doubt on the veracity of the images.",04-01-2021
0,https://www.reuters.com//article/uk-factcheck-noids/fact-check-document-shows-number-of-suspected-covid-19-cases-that-were-reported-by-clinicians-not-total-number-of-cases-across-england-and-wales-idUSKBN2991MI,"Fact check: Document shows number of suspected COVID-19 cases that were reported by clinicians, not total number of cases across England and Wales",Social media users have shared a document that appears to show that there were only 50 cases of COVID-19 across England and Wales in one week in December 2020.,04-01-2021
1,https://www.reuters.com//article/uk-factcheck-putin-muslim-speech-2013/fact-check-no-record-of-putin-making-anti-muslim-speech-in-2013-idUSKBN29629D,Fact check: No record of Putin making anti-Muslim speech in 2013,"Social media users have been sharing posts that claim to quote a speech that Russian President Vladimir Putin gave in 2013. However, Reuters found no evidence that Putin made this speech.",01-01-2021
2,https://www.reuters.com//article/uk-factcheck-trump-thanksgiving-afghanis/fact-check-president-trump-spent-thanksgiving-with-troops-in-afghanistan-in-2019-not-2020-idUSKBN296286,"Fact check: President Trump spent Thanksgiving with troops in Afghanistan in 2019, not 2020","Social media users having been sharing posts that claim President Donald Trump spent Thanksgiving 2020 with troops in Bagram, Afghanistan, not playing golf. This claim is false: the photo of Trump in Bagram is from 2019. On Thanksgiving 2020, official White House transcripts show that Trump addressed the military via video call from the White House and Associated Press photos show he also played golf at his golf club just outside Washington DC.",01-01-2021
3,https://www.reuters.com//article/uk-factcheck-voters-133-million/fact-check-133-million-registered-voters-argument-uses-flawed-logic-idUSKBN296284,Fact check: ‘133 million registered voters’ argument uses flawed logic,"Posts circulating on social media allege that “only 133 million registered voters voted” to falsely claim that the number of votes cast for Joe Biden is not mathematically possible. The calculation on which this claim is based on is misleading. The nationwide voter turnout is usually calculated using the eligible-voting population as a denominator, not the number of registered voters. Around 239,247,182 people were eligible to vote in 2020. While there is no available figure yet for nationwide r",01-01-2021
4,https://www.reuters.com//article/uk-factcheck-votes-counties-election/fact-check-clarifying-the-comparison-between-popular-vote-and-counties-won-in-the-2020-election-idUSKBN2931UY,Fact check: Clarifying the comparison between popular vote and counties won in the 2020 election,"Posts circulating on social media point to the number of counties won and number of votes cast for President Donald Trump and President-elect Joe Biden in the Nov. 3 U.S. election, suggesting that disparities in those numbers are evidence of fraud or election irregularity. This is misleading. Given counties vary widely in population size, so does the number of votes cast per county.",29-12-2020
5,https://www.reuters.com//article/uk-factcheck-nashville-bomb-maga-hat/fact-check-photo-does-not-show-nashville-blast-suspect-wearing-a-trump-hat-idUSKBN2931UN,Fact check: Photo does not show Nashville blast suspect wearing a Trump hat,"Users on social media have shared a photograph that allegedly shows Anthony Quinn Warner, identified by the Federal Bureau of Investigation as the suspect responsible for the Dec. 25 explosion in Nashville, Tennessee, wearing a “Make America Great Again” hat.  The image, however, has been mislabeled and is misleading: it depicts another man with a similar name rather than Warner. ",29-12-2020
6,https://www.reuters.com//article/uk-factcheck-aaa-drive-home-drunk-people/fact-check-aaa-will-not-drive-home-drunk-people-during-new-year-celebrations-idUSKBN2931TO,Fact check: AAA will not drive home drunk people during New Year celebrations,"A claim that the American Automobile Association (AAA) will provide a service to drive drunk people home from New Year celebrations is untrue. While the AAA has provided this service in limited areas in previous years, they will not offer the service for celebrations to ring in 2021.",29-12-2020
7,https://www.reuters.com//article/uk-factcheck-att-dominion-nashville-bomb/fact-check-debunking-conspiracy-links-between-nashville-explosion-dominion-and-att-idUSKBN2931BI,"Fact check: Debunking conspiracy links between Nashville explosion, Dominion and AT&T","Social media users have been sharing content online that claims AT&T had a contract to do a forensic audit on Dominion Voting Systems machines and that the Dec. 25 explosion in Nashville, which damaged an AT&T building, was tied to this audit. These claims present no convincing evidence and include conspiracy links that have been debunked.",29-12-2020
8,https://www.reuters.com//article/uk-factcheck-election-map-2020-2016/fact-check-map-does-not-show-2020-presidential-election-results-but-digital-rendering-based-on-2016-idUSKBN2921SY,Fact check: Map does not show 2020 presidential election results but digital rendering based on 2016,"Tens of thousands of social media users have been sharing posts that purport to show a map of the 2020 presidential election results, with some users claiming that the map proves that Republicans won the election. This claim is false: the map shows the 2016 presidential election results, with the exception of Alaska for which the results do not match the 2020 or 2016 presidential elections.",28-12-2020
9,https://www.reuters.com//article/uk-factcheck-nashville-missile/fact-check-nashville-blast-was-not-caused-by-a-missile-strike-idUSKBN2921OW,Fact check: Nashville blast was not caused by a missile strike,Social media users have claimed that an explosion in Nashville on Dec. 25 was caused by a missile strike. This is false: the blast was caused by a bomb inside a parked vehicle.,28-12-2020
0,https://www.reuters.com//article/uk-factcheck-khan-vaccine/fact-check-photo-shows-london-mayor-sadiq-khan-receiving-the-flu-jab-not-the-covid-19-vaccine-idUSKBN28Y1TJ,"Fact check: Photo shows London Mayor Sadiq Khan receiving the flu jab, not the COVID-19 vaccine","A photograph of London Mayor Sadiq Khan has been shared alongside the claim that the image was staged, and that he never received the COVID-19 vaccine because the cap is still on the needle.",24-12-2020
1,https://www.reuters.com//article/uk-factcheck-christmas/fact-check-breaking-coronavirus-rules-on-uk-christmas-gatherings-is-against-the-law-idUSKBN28Y199,Fact check: Breaking coronavirus rules on UK Christmas gatherings is against the law,Posts shared online have incorrectly claimed that breaking Christmas coronavirus restrictions in the UK is not against the law.,24-12-2020
2,https://www.reuters.com//article/uk-factcheck-sars/fact-check-no-evidence-sars-cov-2-is-a-hiv-based-bioweapon-trials-show-vaccines-against-the-virus-are-effective-idUSKBN28Y192,Fact check: No evidence SARS-CoV-2 is a HIV-based bioweapon; trials show vaccines against the virus are effective,"A lengthy YouTube video features numerous unsubstantiated or false claims around COVID-19, primarily the suggestion it was purposely created as a weapon, using the same genetic material as HIV, and as such there is no way a vaccine could be effective.",24-12-2020
3,https://www.reuters.com//article/uk-factcheck-maxwell-brunel-roberts/fact-check-ghislaine-maxwell-pictured-with-french-model-agent-not-u-s-supreme-court-justice-john-roberts-idUSKBN28X2HF,"Fact Check: Ghislaine Maxwell pictured with French model agent, not U.S. Supreme Court Justice John Roberts","Social media users are sharing a photograph featuring Ghislaine Maxwell, the former girlfriend and longtime associate of the late financier Jeffrey Epstein, sitting beside a man which the social media users allege shows U.S. Supreme Court Justice John Roberts. This is false: the photograph features Maxwell sitting beside a French model agent.",23-12-2020
4,https://www.reuters.com//article/uk-factcheck-fake-trump-tweet-martial/fact-check-trump-did-not-tweet-declaring-martial-law-idUSKBN28X2HE,Fact check: Trump did not tweet declaring Martial Law,A screenshot of a tweet from an account allegedly belonging to President Donald Trump circulating on social media announced his invocation of Martial Law on Dec. 18. This tweet is fabricated.,23-12-2020
5,https://www.reuters.com//article/uk-factcheck-miramar-retractable-needle/fact-check-video-shows-retractable-needle-used-for-safety-purposes-not-fake-needle-idUSKBN28X2FU,"Fact check: Video shows retractable needle used for safety purposes, not ‘fake needle’","Social media users are sharing a video that shows the inoculation of frontline workers with the COVID-19 vaccine at the Memorial Health Services’ (MHS) vaccine center in Miramar, Florida. Some of these posts allege the needle “does not come out”, of the patient’s arm.  Other posts allege that a “retractable needle” is used to “forge” the inoculation. Both claims are false.",23-12-2020
6,https://www.reuters.com//article/uk-factcheck-prague-newspaper/fact-check-fake-prague-newspaper-article-repurposed-to-attack-biden-supporters-idUSKBN28W1SO,Fact check: Fake ‘Prague newspaper’ article repurposed to attack Biden supporters,Update Dec. 22: Replacing paragraph 8 with comment from Prager Zeitung,23-12-2020
7,https://www.reuters.com//article/uk-factcheck-roberts-clinton-epstein-isl/fact-check-photo-does-not-show-john-roberts-and-bill-clinton-on-epsteins-island-idUSKBN28X20V,Fact check: Photo does not show John Roberts and Bill Clinton on Epstein’s island,"Social media users have been sharing posts that claim to show the Chief Justice of the United States, John Roberts, and former U.S. President Bill Clinton on Little St. James in the U.S. Virgin Islands, the private Caribbean island once owned by the late disgraced financier Jeffrey Epstein. This claim is false: the photo shows Clinton on holiday in the Dominican Republic and there is no evidence Justice Roberts was present on this trip.",23-12-2020
8,https://www.reuters.com//article/uk-factcheck-dominion-valerie-owens/fact-check-joe-bidens-sister-is-not-married-to-dominion-voting-systems-owner-idUSKBN28X203,Fact check: Joe Biden’s sister is not married to Dominion Voting Systems’ owner,"Social media users have been sharing content online that alleges President-elect Joe Biden’s sister – Valerie Biden Owens - is married to Stephen Owens, “the owner” of Dominion Voting Systems, which sells electronic voting hardware and software. This claim is false.",23-12-2020
9,https://www.reuters.com//article/uk-factcheck-vaccine-passport/fact-check-britain-has-not-awarded-a-contract-to-develop-a-vaccine-passport-idUSKBN28W2FM,Fact check: Britain has not awarded a contract to develop a vaccine passport,A screenshot of a contract award notice has been shared on social media alongside the false claim that it shows a COVID-19 “vaccine passport” is being developed in the UK.,22-12-2020
0,https://www.reuters.com//article/uk-factcheck-coca-cola-positive-covid-te/factcheckcoca-cola-does-not-cause-apositivecovid-19-test-idUSKBN28W20Q,Fact check: Coca-Cola does not cause a positive COVID-19 test,"Social media users have been sharing content online showing Michael Schnedlitz, a member of the National Council of Austria, using a COVID-19 test on a glass of Coca-Cola and the results appearing to be positive. This claim is false: if done correctly, COVID-19 tests will not produce a positive result with Coca-Cola. ",22-12-2020
1,https://www.reuters.com//article/uk-factcheck-diesel-charge-electric-car/fact-check-photo-does-not-show-a-diesel-generator-charging-an-electric-car-idUSKBN28W1RX,Fact check: Photo does not show a diesel generator charging an electric car,"Over 30,000 social media users have been sharing posts that claim to show a photo of an electric car being charged by a diesel generator towed by a gas-powered van, often with the strapline “the future is stupid”. The claim about the machines pictured is partly false: a technical expert from ÖAMTC, the company charging the car in the photo, told Reuters that while the breakdown van was diesel-powered, the “generator” was powered by rechargeable lithium batteries",22-12-2020
2,https://www.reuters.com//article/uk-fact-check-300k-americans-died-of-cov/fact-check-over-300000-americans-died-of-covid-19-idUSKBN28V2TS,"Fact check: Over 300,000 Americans died of COVID-19","With the number of coronavirus deaths in the United States surpassing 300,000, social media posts claim, “A virus DID NOT kill 300,000 Americans. Old age did. Pharmaceuticals did. Processed foods did. Pesticides did. Hospitals & Ventilators did. Lack of proper nutrition, sunlight & exercise did.”  Some of these things can contribute to pre-existing conditions that make serious illness from COVID-19 more likely. These deaths, however, were triggered by the novel coronavirus.",21-12-2020
3,https://www.reuters.com//article/uk-fact-check-fake-abrams-quote-farmers/fact-check-fabricated-abrams-quote-on-farmers-resurfaces-ahead-of-georgia-runoff-idUSKBN28V2TK,Fact check: Fabricated Abrams quote on farmers resurfaces ahead of Georgia runoff,"With just weeks until the state’s Jan. 5 Senate runoff election, posts on social media say that voting rights activist and former Georgia gubernatorial candidate Stacey Abrams said, “We don’t need farmers when we have grocery stores.” The quote is fabricated.",21-12-2020
4,https://www.reuters.com//article/uk-factcheck-mortality/fact-check-posts-inaccurately-compare-2020-deaths-in-england-and-wales-with-previous-years-idUSKBN28V2T2,Fact check: Posts inaccurately compare 2020 deaths in England and Wales with previous years,Social media posts have presented misleading statistics about the death toll in England and Wales as supposed evidence the coronavirus pandemic is not real.,21-12-2020
5,https://www.reuters.com//article/uk-factcheck-vaccine-retractable-needle/fact-check-vaccination-video-shows-retractable-needle-used-to-reduce-needle-injuries-idUSKBN28V24W,Fact check: Vaccination video shows retractable needle used to reduce needle injuries,"Thousands of social media users have been sharing a video of a vaccination taking place, claiming that the needle disappears and therefore the vaccination is not authentic. However, the footage appeared in a Dec. 16, 2020 BBC News report and the broadcaster confirmed that the video showed a safety syringe that allows the needle to retract. Retractable needles are advised by the U.S. Occupational Safety and Health Administration and the World Health Organization as a way of reducing transmission ",21-12-2020
6,https://www.reuters.com//article/uk-factcheck-vape/fact-check-covid-19-vape-vaccine-is-a-hoax-idUSKBN28V1XE,Fact check: COVID-19 ‘vape vaccine’ is a hoax,An image that appears to show a Pfizer-branded coronavirus vaccine “vaporizer cartridge” has gone viral online. This is a hoax: the pharmaceutical company Pfizer has not released a vape vaccine against COVID-19.,21-12-2020
7,https://www.reuters.com//article/uk-factcheck-pelosi-vaccine-cap/fact-check-syringe-used-to-vaccinate-pelosi-was-not-covered-by-a-cap-idUSKBN28V1X9,Fact check: Syringe used to vaccinate Pelosi was not covered by a cap,"Social media users have been sharing posts that cast doubt on whether Speaker of the House of Representatives Nancy Pelosi received the COVID-19 vaccine, claiming that the cap was still on her jab. Photos of the moment she received her vaccination on Reuters and Getty Images show that the needle was exposed at the end of the syringe, and what was interpreted as the cap is actually the needle hub, located just before the needle.",21-12-2020
8,https://www.reuters.com//article/uk-factcheck-not-schumer-with-child/fact-check-image-of-man-kissing-child-does-not-show-chuck-schumer-on-little-st-james-idUSKBN28S2VG,Fact check: Image of man kissing child does not show Chuck Schumer on Little St. James,"Flagged as part of Facebook’s efforts to combat the spread of misinformation, posts on social media claim to show Senate Minority Leader Chuck Schumer, D-N.Y., kissing a child on Little St. James in the U.S. Virgin Islands, the private Caribbean island once owned by the late disgraced financier Jeffrey Epstein. This claim is false.",18-12-2020
9,https://www.reuters.com//article/uk-factcheck-viral-post/fact-check-covid-19-vaccines-wont-alter-recipient-dna-frontline-workers-have-suffered-directly-from-the-virus-idUSKBN28S2V1,Fact check: COVID-19 vaccines won't alter recipient DNA; frontline workers have suffered directly from the virus,"A post making a series of false claims about the novel coronavirus pandemic has been circulating online. The 1060-word post, copied by various different accounts, contains a mix of misinformation, opinion and claims hinting at conspiracy theories.",18-12-2020
0,https://www.reuters.com//article/uk-factcheck-altered-photo-ilhan-omar/fact-check-altered-photograph-of-congresswoman-ilhan-omar-idUSKBN28S2SA,Fact check: Altered photograph of Congresswoman Ilhan Omar,Social media users have been sharing a photograph of Congresswoman Ilhan Omar edited to change her hair and look like a mugshot. This photograph has been altered.,18-12-2020
1,https://www.reuters.com//article/uk-factcheck-lockdowns/fact-check-lockdowns-and-social-distancing-measures-are-not-a-ploy-to-suppress-revolution-idUSKBN28S2PV,Fact check: Lockdowns and social distancing measures are not a ploy to suppress revolution,"Posts shared online have falsely claimed that measures imposed to reduce the spread of the coronavirus, such as business closures and social distancing, are designed to prevent people from bringing about a revolution.",18-12-2020
2,https://www.reuters.com//article/uk-factcheck-alabama-covid-death/fact-check-alabama-nurse-did-not-die-after-receiving-the-covid-19-vaccine-idUSKBN28S2FP,Fact check: Alabama nurse did not die after receiving the COVID-19 vaccine,Social media users have been sharing posts that claim one of the first nurses in Alabama to receive the COVID-19 vaccine has been found dead. This claim is false: Alabama Public Health contacted all hospitals in the state that had administered the COVID-19 vaccine and confirmed that no vaccine recipients had died.,18-12-2020
3,https://www.reuters.com//article/uk-factcheck-vaccine-genocide/fact-check-nurse-fainting-after-covid-19-vaccine-not-evidence-of-potential-mass-genocide-idUSKBN28S2F5,Fact check: Nurse fainting after COVID-19 vaccine not evidence of potential mass genocide,"Social media users have been sharing posts that show a video of a nurse fainting after receiving a COVID-19 vaccine and claiming that if people continue to take the vaccine it will become a “mass genocide”. This claim is false: the nurse in the video confirmed she has a condition where she faints when she feels pain, and the vaccine has gone through safety testing.",18-12-2020
4,https://www.reuters.com//article/uk-factcheck-false-covid-claims-doctors/fact-check-tackling-false-covid-19-claims-in-30-minute-doctor-compilation-video-idUSKBN28S2DX,Fact check: Tackling false COVID-19 claims in 30-minute doctor compilation video,Social media users have been sharing a 28-minute video online in which a multitude of doctors make various claims about the novel coronavirus and the global pandemic of 2020. This article aims to address some claims presented in the video that have been proven to be false. Many of the other claims fall outside the scope of this fact check or veer into opinion. ,18-12-2020
5,https://www.reuters.com//article/uk-factcheck-vaccine-i-am-legend-zombies/factchecka-vaccine-did-not-turncharactersinthe-movieiam-legendinto-zombies-idUSKBN28S23W,Fact check: A vaccine did not turn characters in the movie ‘I Am Legend’ into zombies,Social media users have been sharing content online that claims characters in the movie “I Am Legend” starring actor Will Smith turned into zombies because of a vaccine. This claim is false.  ,18-12-2020
6,https://www.reuters.com//article/uk-factcheck-foi/fact-check-a-freedom-of-information-response-was-from-an-nhs-trust-with-specialist-services-idUSKBN28S1PA,Fact check: A Freedom of Information response was from an NHS trust with specialist services,"Facebook users are sharing an email from a National Health Service (NHS) trust that says none of its patients without pre-existing medical conditions have died from COVID-19. The Freedom of Information (FOI) response from the NHS in the screenshot is real, but the answer only referred to patients in a specialist NHS trust and does not represent figures for the whole of the region.",18-12-2020
7,https://www.reuters.com//article/uk-factcheck-hiv/fact-check-an-australian-vaccine-trial-did-not-give-trial-participants-hiv-idUSKBN28R2WT,Fact check: An Australian vaccine trial did not give trial participants HIV,"A video featuring a university professor addressing a crowd at Speakers’ Corner, London, includes various false and misleading claims.",18-12-2020
8,https://www.reuters.com//article/uk-factcheck-wuhan-lab/fact-check-the-wuhan-institute-of-virology-is-not-owned-by-glaxosmithkline-idUSKBN28R2UK,Fact check: The Wuhan Institute of Virology is not owned by GlaxoSmithKline,"Social media users have made an unfounded connection between pharmaceutical companies Pfizer and GlaxoSmithKline, and a Chinese laboratory that has been the subject of COVID-19 conspiracy theories.",17-12-2020
9,https://www.reuters.com//article/uk-factcheck-pelosi-covid/fact-check-photo-does-not-show-speaker-pelosi-breaking-coronavirus-rules-idUSKBN28R2NL,Fact check: Photo does not show Speaker Pelosi breaking coronavirus rules,"Thousands of social media users have been sharing a photo that purports to show House of Representatives Speaker, Nancy Pelosi, at a party allegedly during a time when social gatherings were banned because of the coronavirus pandemic. However, the photo was taken in January 2020, before the U.S. first reported infections of the virus and months before restrictions were put in place to limit its spread.",17-12-2020
0,https://www.reuters.com//article/uk-factcheck-michigan-voter-turnout/fact-check-six-michigan-areas-did-not-have-voter-turnouts-of-more-than-100-idUSKBN28R20M,Fact check: Six Michigan areas did not have voter turnouts of more than 100%,"Social media users have been sharing posts which claim that in Michigan voter turnout exceeded 120% in six precincts or townships, with one registering a turnout of more than 700%. County website election results for these precincts show that these voter turnout figures are incorrect and the person who originally made these claims later said some of the figures were “excessive”.",17-12-2020
1,https://www.reuters.com//article/uk-factcheck-simulation/fact-check-2019-report-does-not-show-the-covid-19-pandemic-is-a-simulation-idUSKBN28R173,Fact Check: 2019 report does not show the COVID-19 pandemic is a simulation,Posts on social media suggest the COVID-19 pandemic is a simulation that was planned in 2019. The posts also allege the virus that causes the disease has not been isolated. These claims are false.,17-12-2020
2,https://www.reuters.com//article/uk-factcheck-terry-meza-castle-doctrine/factcheckdemocratictexas-rep-terry-meza-wants-to-amend-castle-doctrine-not-repeal-it-posts-feature-satirical-quotes-idUSKBN28L1ZB,"Fact check: Democratic Texas Rep. Terry Meza wants to amend ‘Castle doctrine’, not repeal it; posts feature satirical quotes","Update Dec. 16, 2020: Adding paragraphs 7-9 to further clarify how Meza’s changes would affect the “castle doctrine” principles in Texas.",16-12-2020
3,https://www.reuters.com//article/uk-factcheck-trials/fact-check-six-people-have-not-died-from-the-pfizer-biontech-covid-19-vaccine-idUSKBN28Q2X4,Fact check: Six people have not died from the Pfizer-BioNTech COVID-19 vaccine,"A social media post has claimed that six people have died from the Pfizer-BioNTech COVID-19 vaccine. This claim is false. Six people died during trials, but only two of these volunteers had received the vaccine and none of the deaths were assessed by the investigator as related to study intervention.",16-12-2020
4,https://www.reuters.com//article/uk-factcheck-vaccines/fact-check-a-2010-study-on-vaccines-did-not-show-that-one-in-forty-were-damaged-by-vaccination-idUSKBN28Q2WF,Fact check: A 2010 study on vaccines did not show that one in forty were damaged by vaccination,"A video posted on Facebook by an anti-lockdown activist, citing a 2010 vaccination study, claims that one in forty have “vaccine damage.” A doctor who worked on the study said that the claim in the video misinterpreted the study’s findings, which included medical events not related to vaccines.",16-12-2020
5,https://www.reuters.com//article/uk-factcheck-biden-dogs-trump-toy/fact-check-biden-did-not-post-picture-of-his-dogs-playing-with-a-trump-chew-toy-idUSKBN28Q2PQ,Fact check: Biden did not post picture of his dogs playing with a Trump chew toy,"In mid-December 2020, social media accounts began highlighting the alleged hypocrisy of Biden’s calls for national unity and healing by claiming he shared pictures of his dogs fighting over a chew toy in the likeness of President Donald Trump. The images are authentic, but they were not shared by Biden himself, or official accounts associated with his campaign or transition team. Naomi Biden, Joe Biden’s granddaughter, shared the images on Twitter in July and then deleted them. A fan account for",16-12-2020
